date,open,high,low,close,volume
2023-03-12,1.09089,1.09180,1.09032,1.09123,1344395
2023-03-13,1.09123,1.09270,1.09111,1.09258,1152665
2023-03-14,1.09258,1.09497,1.09223,1.09462,1041601
2023-03-15,1.09462,1.09547,1.09435,1.09520,1394329
2023-03-16,1.09520,1.09586,1.09486,1.09552,1356725
2023-03-17,1.09552,1.09760,1.09540,1.09748,1128195
2023-03-18,1.09748,1.09758,1.09676,1.09687,966836
2023-03-19,1.09687,1.09897,1.09669,1.09880,1212758
2023-03-20,1.09880,1.10042,1.09851,1.10014,1378436
2023-03-21,1.10014,1.10102,1.09974,1.10061,1080880
2023-03-22,1.10061,1.10108,1.09993,1.10041,1241489
2023-03-23,1.10041,1.10109,1.09969,1.10038,1022915
2023-03-24,1.10038,1.10181,1.10005,1.10148,1179917
2023-03-25,1.10148,1.10219,1.09834,1.09905,1161901
2023-03-26,1.09905,1.10085,1.09867,1.10046,1215275
2023-03-27,1.10046,1.10048,1.10024,1.10026,1171259
2023-03-28,1.10026,1.10042,1.10021,1.10036,1343601
2023-03-29,1.10036,1.10178,1.09970,1.10112,1308092
2023-03-30,1.10112,1.10132,1.09987,1.10008,1208807
2023-03-31,1.10008,1.10047,1.09756,1.09796,1010932
2023-04-01,1.09796,1.09814,1.09690,1.09709,1092920
2023-04-02,1.09709,1.09814,1.09631,1.09736,1229630
2023-04-03,1.09736,1.09905,1.09591,1.09760,1172759
2023-04-04,1.09760,1.09810,1.09596,1.09646,1205837
2023-04-05,1.09646,1.09714,1.09533,1.09601,1215977
2023-04-06,1.09601,1.09623,1.09275,1.09296,1295624
2023-04-07,1.09296,1.09635,1.09186,1.09525,1084604
2023-04-08,1.09525,1.09583,1.09180,1.09237,1363199
2023-04-09,1.09237,1.09312,1.09212,1.09286,1172216
2023-04-10,1.09286,1.09401,1.09265,1.09379,995097
2023-04-11,1.09379,1.09480,1.09173,1.09273,1390572
2023-04-12,1.09273,1.09482,1.09188,1.09396,1276923
2023-04-13,1.09396,1.09678,1.09290,1.09571,1424421
2023-04-14,1.09571,1.09798,1.09412,1.09638,1151163
2023-04-15,1.09638,1.09654,1.09230,1.09246,1359573
2023-04-16,1.09246,1.09385,1.09187,1.09325,1207490
2023-04-17,1.09325,1.09362,1.09248,1.09285,1112892
2023-04-18,1.09285,1.09299,1.09272,1.09286,1225944
2023-04-19,1.09286,1.09290,1.09263,1.09268,1119118
2023-04-20,1.09268,1.09323,1.09106,1.09162,990859
2023-04-21,1.09162,1.09408,1.09151,1.09397,1426414
2023-04-22,1.09397,1.09515,1.09365,1.09484,979002
2023-04-23,1.09484,1.09560,1.09433,1.09508,1022186
2023-04-24,1.09508,1.09576,1.09191,1.09258,1353109
2023-04-25,1.09258,1.09297,1.09221,1.09260,1401202
2023-04-26,1.09260,1.09303,1.09038,1.09081,1002941
2023-04-27,1.09081,1.09309,1.09046,1.09274,1164152
2023-04-28,1.09274,1.09625,1.09206,1.09557,1264530
2023-04-29,1.09557,1.09606,1.09531,1.09580,1370989
2023-04-30,1.09580,1.09878,1.09527,1.09825,1177811
2023-05-01,1.09825,1.09896,1.09671,1.09742,1404801
2023-05-02,1.09742,1.09776,1.09705,1.09739,1212919
2023-05-03,1.09739,1.09781,1.09708,1.09750,1037495
2023-05-04,1.09750,1.09853,1.09736,1.09839,1109756
2023-05-05,1.09839,1.09944,1.09665,1.09769,1099181
2023-05-06,1.09769,1.09769,1.09692,1.09692,1126560
2023-05-07,1.09692,1.09803,1.09687,1.09797,967366
2023-05-08,1.09797,1.09880,1.09702,1.09785,1050939
2023-05-09,1.09785,1.09809,1.09462,1.09486,1011015
2023-05-10,1.09486,1.09614,1.09423,1.09551,1197600
2023-05-11,1.09551,1.09679,1.09494,1.09623,1203209
2023-05-12,1.09623,1.09796,1.09313,1.09486,1124498
2023-05-13,1.09486,1.09682,1.09396,1.09593,1265268
2023-05-14,1.09593,1.09627,1.09464,1.09498,986106
2023-05-15,1.09498,1.09556,1.09479,1.09538,1315626
2023-05-16,1.09538,1.09580,1.09499,1.09540,1000552
2023-05-17,1.09540,1.09802,1.09429,1.09690,1281860
2023-05-18,1.09690,1.09738,1.09628,1.09676,1100668
2023-05-19,1.09676,1.09686,1.09597,1.09607,1173995
2023-05-20,1.09607,1.09774,1.09417,1.09585,1426859
2023-05-21,1.09585,1.09599,1.09482,1.09496,1423520
2023-05-22,1.09496,1.09553,1.09399,1.09456,960513
2023-05-23,1.09456,1.09507,1.09302,1.09352,1201326
2023-05-24,1.09352,1.09479,1.09278,1.09405,962376
2023-05-25,1.09405,1.09433,1.09376,1.09405,1151765
2023-05-26,1.09405,1.09441,1.09401,1.09438,1106037
2023-05-27,1.09438,1.09549,1.09351,1.09462,1214010
2023-05-28,1.09462,1.09564,1.09366,1.09468,1303676
2023-05-29,1.09468,1.09613,1.09423,1.09568,1116544
2023-05-30,1.09568,1.09652,1.09564,1.09648,1307594
2023-05-31,1.09648,1.09663,1.09614,1.09629,1360938
2023-06-01,1.09629,1.09836,1.09571,1.09778,1312249
2023-06-02,1.09778,1.09845,1.09745,1.09811,1211403
2023-06-03,1.09811,1.09815,1.09563,1.09567,1346245
2023-06-04,1.09567,1.09730,1.09490,1.09653,1388558
2023-06-05,1.09653,1.09745,1.09483,1.09575,1070371
2023-06-06,1.09575,1.09657,1.09569,1.09650,1133139
2023-06-07,1.09650,1.09930,1.09573,1.09853,1228093
2023-06-08,1.09853,1.09920,1.09664,1.09730,1286718
2023-06-09,1.09730,1.09730,1.09724,1.09725,1342894
2023-06-10,1.09725,1.09806,1.09647,1.09729,1216895
2023-06-11,1.09729,1.09749,1.09687,1.09708,1313658
2023-06-12,1.09708,1.09738,1.09682,1.09713,1087467
2023-06-13,1.09713,1.09757,1.09662,1.09707,1315117
2023-06-14,1.09707,1.09876,1.09695,1.09864,1143629
2023-06-15,1.09864,1.09877,1.09658,1.09671,1328145
2023-06-16,1.09671,1.09734,1.09473,1.09536,997186
2023-06-17,1.09536,1.09643,1.09496,1.09602,1316744
2023-06-18,1.09602,1.09683,1.09471,1.09551,965985
2023-06-19,1.09551,1.09672,1.09531,1.09653,1282560
2023-06-20,1.09653,1.09745,1.09496,1.09588,1099611
2023-06-21,1.09588,1.09596,1.09440,1.09447,1183842
2023-06-22,1.09447,1.09752,1.09353,1.09657,1055640
2023-06-23,1.09657,1.09990,1.09636,1.09969,968402
2023-06-24,1.09969,1.10000,1.09707,1.09738,1424691
2023-06-25,1.09738,1.09754,1.09628,1.09644,1060721
2023-06-26,1.09644,1.09750,1.09629,1.09735,1239106
2023-06-27,1.09735,1.09904,1.09673,1.09842,1417315
2023-06-28,1.09842,1.10102,1.09751,1.10011,1204197
2023-06-29,1.10011,1.10240,1.09944,1.10173,1071064
2023-06-30,1.10173,1.10346,1.10127,1.10300,971920
2023-07-01,1.10300,1.10462,1.10299,1.10460,1176364
2023-07-02,1.10460,1.10494,1.10407,1.10442,1125100
2023-07-03,1.10442,1.10558,1.10229,1.10345,960835
2023-07-04,1.10345,1.10478,1.10219,1.10352,1017619
2023-07-05,1.10352,1.10591,1.10305,1.10545,1392751
2023-07-06,1.10545,1.10607,1.10456,1.10518,1148591
2023-07-07,1.10518,1.10701,1.10518,1.10701,1133140
2023-07-08,1.10701,1.10724,1.10587,1.10610,983168
2023-07-09,1.10610,1.10893,1.10535,1.10818,1097099
2023-07-10,1.10818,1.10936,1.10798,1.10916,1087549
2023-07-11,1.10916,1.10919,1.10833,1.10836,1139207
2023-07-12,1.10836,1.11145,1.10798,1.11107,1349741
2023-07-13,1.11107,1.11215,1.10804,1.10912,1411535
2023-07-14,1.10912,1.10944,1.10683,1.10715,983748
2023-07-15,1.10715,1.10788,1.10632,1.10705,1321280
2023-07-16,1.10705,1.10748,1.10600,1.10643,983508
2023-07-17,1.10643,1.10726,1.10628,1.10711,1186648
2023-07-18,1.10711,1.10757,1.10608,1.10654,1314735
2023-07-19,1.10654,1.10769,1.10647,1.10762,1274877
2023-07-20,1.10762,1.10842,1.10633,1.10714,1149296
2023-07-21,1.10714,1.10793,1.10680,1.10759,1059778
2023-07-22,1.10759,1.10937,1.10715,1.10894,1065612
2023-07-23,1.10894,1.11396,1.10769,1.11271,1175981
2023-07-24,1.11271,1.11366,1.11237,1.11332,1003542
2023-07-25,1.11332,1.11357,1.11282,1.11306,1074780
2023-07-26,1.11306,1.11393,1.11216,1.11303,1385880
2023-07-27,1.11303,1.11377,1.11234,1.11308,1158664
2023-07-28,1.11308,1.11318,1.11175,1.11185,1122337
2023-07-29,1.11185,1.11310,1.11165,1.11290,1424488
2023-07-30,1.11290,1.11463,1.11234,1.11407,1262220
2023-07-31,1.11407,1.11508,1.11371,1.11473,1090090
2023-08-01,1.11473,1.11547,1.11405,1.11480,1174012
2023-08-02,1.11480,1.11772,1.11443,1.11735,1378987
2023-08-03,1.11735,1.11777,1.11732,1.11774,1300565
2023-08-04,1.11774,1.11947,1.11728,1.11900,1241844
2023-08-05,1.11900,1.12040,1.11900,1.12040,1404877
2023-08-06,1.12040,1.12284,1.11922,1.12166,1426675
2023-08-07,1.12166,1.12205,1.12134,1.12172,1034101
2023-08-08,1.12172,1.12187,1.11962,1.11976,1411915
2023-08-09,1.11976,1.12072,1.11852,1.11948,1327104
2023-08-10,1.11948,1.11970,1.11767,1.11789,978982
2023-08-11,1.11789,1.11862,1.11741,1.11814,1401561
2023-08-12,1.11814,1.11860,1.11705,1.11750,1021424
2023-08-13,1.11750,1.11849,1.11655,1.11754,1295319
2023-08-14,1.11754,1.11815,1.11737,1.11798,1211729
2023-08-15,1.11798,1.11831,1.11656,1.11689,1067319
2023-08-16,1.11689,1.11694,1.11673,1.11679,1104730
2023-08-17,1.11679,1.11720,1.11314,1.11356,1269396
2023-08-18,1.11356,1.11525,1.11305,1.11474,1072688
2023-08-19,1.11474,1.11656,1.11304,1.11486,1298233
2023-08-20,1.11486,1.11499,1.11469,1.11482,1199188
2023-08-21,1.11482,1.11544,1.11362,1.11424,1083482
2023-08-22,1.11424,1.11556,1.11146,1.11278,1068857
2023-08-23,1.11278,1.11415,1.11265,1.11402,1161867
2023-08-24,1.11402,1.11443,1.11331,1.11371,1342590
2023-08-25,1.11371,1.11450,1.11287,1.11366,1058504
2023-08-26,1.11366,1.11496,1.11355,1.11485,1353602
2023-08-27,1.11485,1.11549,1.11438,1.11502,1325025
2023-08-28,1.11502,1.11660,1.11258,1.11416,1197967
2023-08-29,1.11416,1.11502,1.11372,1.11458,1160173
2023-08-30,1.11458,1.11598,1.11158,1.11298,1030263
2023-08-31,1.11298,1.11327,1.11202,1.11231,1427577
2023-09-01,1.11231,1.11281,1.11214,1.11264,988864
2023-09-02,1.11264,1.11353,1.10957,1.11046,1384120
2023-09-03,1.11046,1.11275,1.10772,1.11001,1407165
2023-09-04,1.11001,1.11039,1.10929,1.10966,1409223
2023-09-05,1.10966,1.10988,1.10949,1.10971,1278926
2023-09-06,1.10971,1.11015,1.10839,1.10883,1119214
2023-09-07,1.10883,1.10898,1.10879,1.10894,1094307
2023-09-08,1.10894,1.11027,1.10569,1.10702,1019379
2023-09-09,1.10702,1.10806,1.10692,1.10796,1131182
2023-09-10,1.10796,1.11020,1.10684,1.10908,1167575
2023-09-11,1.10908,1.11081,1.10885,1.11058,1138902
2023-09-12,1.11058,1.11161,1.11036,1.11139,1134839
2023-09-13,1.11139,1.11181,1.11130,1.11171,1157184
2023-09-14,1.11171,1.11369,1.11066,1.11263,979511
2023-09-15,1.11263,1.11321,1.11258,1.11316,1401636
2023-09-16,1.11316,1.11426,1.11201,1.11311,1391304
2023-09-17,1.11311,1.11357,1.11215,1.11260,1419691
2023-09-18,1.11260,1.11295,1.11154,1.11189,1303985
