date,open,high,low,close,volume
2023-04-29,162.8430,162.9764,162.4351,162.5683,75827195
2023-04-30,162.5683,164.7595,161.7202,163.9045,68555899
2023-05-01,163.9045,164.8446,163.1591,164.0983,65533910
2023-05-02,164.0983,164.9353,162.9139,163.7491,94022224
2023-05-03,163.7491,164.7159,162.9590,163.9249,69523613
2023-05-04,163.9249,165.1170,158.7527,159.9156,88381849
2023-05-05,159.9156,160.6741,159.5687,160.3264,68948211
2023-05-06,160.3264,160.3570,159.8211,159.8517,93065868
2023-05-07,159.8517,159.8713,158.1254,158.1448,84962600
2023-05-08,158.1448,158.6471,156.0928,156.5902,65614185
2023-05-09,156.5902,161.4403,155.7879,160.6174,94387288
2023-05-10,160.6174,160.6961,160.0570,160.1355,67464042
2023-05-11,160.1355,160.3777,158.5697,158.8098,80988573
2023-05-12,158.8098,161.5789,157.1732,159.9308,85644727
2023-05-13,159.9308,161.0485,158.9560,160.0728,81667420
2023-05-14,160.0728,160.5193,158.8878,159.3322,94955145
2023-05-15,159.3322,160.6137,158.2846,159.5646,65508791
2023-05-16,159.5646,160.6322,158.9590,160.0247,75545853
2023-05-17,160.0247,160.6607,157.4100,158.0380,70639309
2023-05-18,158.0380,158.1423,157.4919,157.5959,87966946
2023-05-19,157.5959,159.3537,156.3529,158.1066,72465631
2023-05-20,158.1066,158.1088,158.0375,158.0398,72126982
2023-05-21,158.0398,159.1716,157.9012,159.0322,77281273
2023-05-22,159.0322,160.8053,158.9093,160.6811,67905196
2023-05-23,160.6811,160.8776,160.2991,160.4954,78413486
2023-05-24,160.4954,160.9768,158.9251,159.4032,82390659
2023-05-25,159.4032,162.8335,158.3532,161.7679,70885673
2023-05-26,161.7679,164.2528,161.7031,164.1870,90411060
2023-05-27,164.1870,165.0264,159.5034,160.3231,82617318
2023-05-28,160.3231,160.6430,160.1145,160.4343,86913691
2023-05-29,160.4343,162.0186,158.1113,159.6882,72563881
2023-05-30,159.6882,162.6908,159.6844,162.6869,79445857
2023-05-31,162.6869,163.0733,161.7993,162.1845,84366776
2023-06-01,162.1845,162.2789,159.3577,159.4504,69653799
2023-06-02,159.4504,159.7152,157.5956,157.8577,65682698
2023-06-03,157.8577,160.2049,157.7016,160.0466,92652625
2023-06-04,160.0466,160.0817,159.3576,159.3926,94484012
2023-06-05,159.3926,159.9446,158.2000,158.7498,72352784
2023-06-06,158.7498,159.7274,157.1270,158.1006,79270372
2023-06-07,158.1006,158.9516,156.2306,157.0761,86232035
2023-06-08,157.0761,158.3583,155.2781,156.5561,64661678
2023-06-09,156.5561,157.3722,155.0506,155.8631,93287718
2023-06-10,155.8631,158.9820,154.0613,157.1652,64868373
2023-06-11,157.1652,158.1578,154.7696,155.7533,81898917
2023-06-12,155.7533,157.2299,150.9729,152.4178,88660299
2023-06-13,152.4178,152.8747,152.1901,152.6466,81110695
2023-06-14,152.6466,153.9175,152.1213,153.3896,91628869
2023-06-15,153.3896,153.7974,153.1812,153.5887,71912383
2023-06-16,153.5887,156.0655,153.0865,155.5569,86202504
2023-06-17,155.5569,156.0726,152.5805,153.0879,86558223
2023-06-18,153.0879,154.6594,152.9901,154.5606,69520667
2023-06-19,154.5606,155.2148,154.0249,154.6787,73324965
2023-06-20,154.6787,156.7152,151.3077,153.3264,72334491
2023-06-21,153.3264,153.6237,151.4728,151.7671,79194223
2023-06-22,151.7671,151.9053,150.4328,150.5698,81597308
2023-06-23,150.5698,151.3179,150.2650,151.0121,64537454
2023-06-24,151.0121,152.0021,149.9573,150.9469,67466517
2023-06-25,150.9469,151.0818,149.4977,149.6315,68914937
2023-06-26,149.6315,150.8080,148.0779,149.2514,93467373
2023-06-27,149.2514,149.5452,147.2064,147.4967,80701450
2023-06-28,147.4967,148.8103,147.4524,148.7656,74701787
2023-06-29,148.7656,148.9671,146.9445,147.1438,65753960
2023-06-30,147.1438,148.1579,145.6359,146.6466,89856415
2023-07-01,146.6466,146.8432,145.7597,145.9554,76908484
2023-07-02,145.9554,148.0110,145.2735,147.3227,74672435
2023-07-03,147.3227,148.0747,145.8730,146.6213,78182675
2023-07-04,146.6213,149.7244,146.3413,149.4389,66743389
2023-07-05,149.4389,150.0204,148.7310,149.3119,75071261
2023-07-06,149.3119,149.4324,149.0564,149.1768,68283207
2023-07-07,149.1768,149.4825,148.5237,148.8287,66718693
2023-07-08,148.8287,150.1045,148.7788,150.0542,86816050
2023-07-09,150.0542,152.8227,149.6916,152.4543,88637212
2023-07-10,152.4543,154.1345,151.7410,153.4168,71272417
2023-07-11,153.4168,153.6250,153.4033,153.6116,79092493
2023-07-12,153.6116,156.3112,152.7455,155.4347,70319078
2023-07-13,155.4347,156.3265,155.3113,156.2025,95174396
2023-07-14,156.2025,158.3288,156.1913,158.3174,83299961
2023-07-15,158.3174,159.8652,156.0888,157.6298,82580951
2023-07-16,157.6298,157.6881,157.3112,157.3693,80471642
2023-07-17,157.3693,158.7228,156.6302,157.9808,66096775
2023-07-18,157.9808,160.7623,157.8125,160.5913,73714877
2023-07-19,160.5913,160.9370,159.6151,159.9596,67881767
2023-07-20,159.9596,160.2672,158.4715,158.7769,71423722
2023-07-21,158.7769,160.5604,157.6251,159.4040,94824888
2023-07-22,159.4040,160.3429,157.9257,158.8614,72642563
2023-07-23,158.8614,160.1710,157.9946,159.3018,84655518
2023-07-24,159.3018,160.9122,158.8713,160.4785,82626322
2023-07-25,160.4785,161.1131,159.4285,160.0615,87102643
2023-07-26,160.0615,161.0900,158.8655,159.8929,91544773
2023-07-27,159.8929,161.2115,158.4030,159.7202,86245827
2023-07-28,159.7202,161.8398,159.0860,161.1997,95800851
2023-07-29,161.1997,162.8264,159.6465,161.2725,93799691
2023-07-30,161.2725,162.4161,161.0340,162.1763,94565035
2023-07-31,162.1763,163.6246,159.7092,161.1484,70967493
2023-08-01,161.1484,161.6930,160.8286,161.3728,92903841
2023-08-02,161.3728,163.9432,160.9882,163.5534,65548410
2023-08-03,163.5534,165.0701,162.5019,164.0156,66774596
2023-08-04,164.0156,165.8797,163.8039,165.6658,84558856
2023-08-05,165.6658,166.5605,162.2109,163.0917,89017557
2023-08-06,163.0917,163.8889,160.8142,161.6042,85516193
2023-08-07,161.6042,164.3698,156.7266,159.4555,87970191
2023-08-08,159.4555,162.6846,158.6101,161.8266,72227593
2023-08-09,161.8266,162.4685,161.7758,162.4175,78050397
2023-08-10,162.4175,163.1737,162.2268,162.9824,72433465
2023-08-11,162.9824,163.0895,161.6970,161.8033,91490684
2023-08-12,161.8033,161.9156,160.2704,160.3817,66909419
2023-08-13,160.3817,162.3328,159.7965,161.7426,77375145
2023-08-14,161.7426,165.2897,161.3666,164.9064,85105738
2023-08-15,164.9064,167.7834,164.2408,167.1090,80018213
2023-08-16,167.1090,167.1723,165.7655,165.8284,66400504
2023-08-17,165.8284,167.5696,164.8325,166.5693,68495787
2023-08-18,166.5693,168.7177,165.5740,167.7155,84488991
2023-08-19,167.7155,168.3974,166.5049,167.1846,94129233
2023-08-20,167.1846,171.3140,165.1312,169.2354,80750853
2023-08-21,169.2354,170.1272,167.2690,168.1552,86274621
2023-08-22,168.1552,168.7595,164.8971,165.4918,90991742
2023-08-23,165.4918,165.9999,164.7302,165.2374,79415153
2023-08-24,165.2374,167.3710,164.9673,167.0978,68867160
2023-08-25,167.0978,168.2871,165.8717,167.0608,78123436
2023-08-26,167.0608,167.4690,163.0182,163.4175,85562871
2023-08-27,163.4175,163.9878,161.7858,162.3523,92720787
2023-08-28,162.3523,164.4055,162.0340,164.0838,86679836
2023-08-29,164.0838,165.2876,163.1082,164.3106,90474435
2023-08-30,164.3106,165.9851,163.4185,165.0887,88539752
2023-08-31,165.0887,168.3329,163.8889,167.1183,65973034
2023-09-01,167.1183,168.4653,166.0360,167.3812,89768843
2023-09-02,167.3812,168.3073,166.4069,167.3326,79385426
2023-09-03,167.3326,168.6827,166.0068,167.3567,94394068
2023-09-04,167.3567,169.8022,162.3347,164.7419,78992251
2023-09-05,164.7419,164.9553,162.9918,163.2032,88633784
2023-09-06,163.2032,163.7853,160.6395,161.2144,75799576
2023-09-07,161.2144,162.5050,158.4849,159.7639,64037594
2023-09-08,159.7639,160.5808,159.0250,159.8416,93784431
2023-09-09,159.8416,162.6119,159.3085,162.0714,77942591
2023-09-10,162.0714,162.7578,161.5974,162.2832,94762893
2023-09-11,162.2832,162.9834,162.1851,162.8849,72591691
2023-09-12,162.8849,164.6891,162.3448,164.1448,85426165
2023-09-13,164.1448,164.3878,162.5427,162.7836,70746439
2023-09-14,162.7836,164.0948,162.5017,163.8111,93882487
2023-09-15,163.8111,165.4229,161.7923,163.4000,89710279
2023-09-16,163.4000,164.1868,163.3720,164.1587,82400555
2023-09-17,164.1587,164.3729,163.5013,163.7150,75621191
2023-09-18,163.7150,165.8524,163.0481,165.1796,95232362
